userName,score,at,content,Cleaning,HapusEmoji,3/Lebih,CaseFolding
Pengguna Google,1,2023-03-14 15:10:29,"Tolong kepada pihak Tokopedia lebih ditegaskan atau di pastikan untuk pengiriman barangnya, saya sudah lama belanja di Tokopedia tapi kenapa sekarang sangat buruk? Sudah 7x saya belanja belakangan ini kurir yang mengirim barang tidak sesuai dengan kurir yang ada pada saat pemesanan, kemarin saya ribut dengan kurir yang menagih bayaran cod saya, karena kurir tersebut bukan/tidak sesuai dengan kurir yang ada di pesanan saya, kenapa bisa terjadi demikian? Saya sangat kecewa sekali saat ini!!!!!!!!!","Tolong kepada pihak Tokopedia lebih ditegaskan atau di pastikan untuk pengiriman barangnya, saya sudah lama belanja di Tokopedia tapi kenapa sekarang sangat buruk? Sudah 7x saya belanja belakangan ini kurir yang mengirim barang tidak sesuai dengan kurir yang ada pada saat pemesanan, kemarin saya ribut dengan kurir yang menagih bayaran cod saya, karena kurir tersebut bukan/tidak sesuai dengan kurir yang ada di pesanan saya, kenapa bisa terjadi demikian? Saya sangat kecewa sekali saat ini!!!!!!!!!","Tolong kepada pihak Tokopedia lebih ditegaskan atau di pastikan untuk pengiriman barangnya, saya sudah lama belanja di Tokopedia tapi kenapa sekarang sangat buruk? Sudah 7x saya belanja belakangan ini kurir yang mengirim barang tidak sesuai dengan kurir yang ada pada saat pemesanan, kemarin saya ribut dengan kurir yang menagih bayaran cod saya, karena kurir tersebut bukan/tidak sesuai dengan kurir yang ada di pesanan saya, kenapa bisa terjadi demikian? Saya sangat kecewa sekali saat ini!!!!!!!!!","Tolong kepada pihak Tokopedia lebih ditegaskan atau di pastikan untuk pengiriman barangnya, saya sudah lama belanja di Tokopedia tapi kenapa sekarang sangat buruk? Sudah 7x saya belanja belakangan ini kurir yang mengirim barang tidak sesuai dengan kurir yang ada pada saat pemesanan, kemarin saya ribut dengan kurir yang menagih bayaran cod saya, karena kurir tersebut bukan/tidak sesuai dengan kurir yang ada di pesanan saya, kenapa bisa terjadi demikian? Saya sangat kecewa sekali saat ini!","tolong kepada pihak tokopedia lebih ditegaskan atau di pastikan untuk pengiriman barangnya, saya sudah lama belanja di tokopedia tapi kenapa sekarang sangat buruk? sudah 7x saya belanja belakangan ini kurir yang mengirim barang tidak sesuai dengan kurir yang ada pada saat pemesanan, kemarin saya ribut dengan kurir yang menagih bayaran cod saya, karena kurir tersebut bukan/tidak sesuai dengan kurir yang ada di pesanan saya, kenapa bisa terjadi demikian? saya sangat kecewa sekali saat ini!"
Pengguna Google,1,2023-03-13 13:59:20,"Assalamualaikum. Saya merasa keberatan Dengan biaya ongkir yang begitu besar. Sebagai contoh saya mengambil pengalaman saya: 1. Saya akan membeli uang kuno dengan harga yang tertera Rp20.000 setelah ditambah dengan biaya ongkir menjadi Rp48.300 Saya merasa.....,kenapa gk ada COD","Assalamualaikum. Saya merasa keberatan Dengan biaya ongkir yang begitu besar. Sebagai contoh saya mengambil pengalaman saya: 1. Saya akan membeli uang kuno dengan harga yang tertera Rp20.000 setelah ditambah dengan biaya ongkir menjadi Rp48.300 Saya merasa.....,kenapa gk ada COD","Assalamualaikum. Saya merasa keberatan Dengan biaya ongkir yang begitu besar. Sebagai contoh saya mengambil pengalaman saya: 1. Saya akan membeli uang kuno dengan harga yang tertera Rp20.000 setelah ditambah dengan biaya ongkir menjadi Rp48.300 Saya merasa.....,kenapa gk ada COD","Assalamualaikum. Saya merasa keberatan Dengan biaya ongkir yang begitu besar. Sebagai contoh saya mengambil pengalaman saya: 1. Saya akan membeli uang kuno dengan harga yang tertera Rp20.0 setelah ditambah dengan biaya ongkir menjadi Rp48.300 Saya merasa.,kenapa gk ada COD","assalamualaikum. saya merasa keberatan dengan biaya ongkir yang begitu besar. sebagai contoh saya mengambil pengalaman saya: 1. saya akan membeli uang kuno dengan harga yang tertera rp20.0 setelah ditambah dengan biaya ongkir menjadi rp48.300 saya merasa.,kenapa gk ada cod"
Pengguna Google,1,2023-03-03 13:58:20,"Males banget seler costumer selalu aja kaya gitu di sengajain salah barang padahal alamat sudah benar dan informasi pesanan baik namun tetep saja salah kirim barang,ini akibat nya ga ada cod nya sih mendingan kalian belanja di shopee walau ga ramah tetep amanah. Nyesel banget ke hilangan hampir 500 mau di kenbaliin ga mendukung sih pengiriman nya ga ada yang njemput barang katanya ada colab ama gojek tetep aja cuma bawa bawa money gopay dan nama gojek aja gimana iniii.","Males banget seler costumer selalu aja kaya gitu di sengajain salah barang padahal alamat sudah benar dan informasi pesanan baik namun tetep saja salah kirim barang,ini akibat nya ga ada cod nya sih mendingan kalian belanja di shopee walau ga ramah tetep amanah. Nyesel banget ke hilangan hampir 500 mau di kenbaliin ga mendukung sih pengiriman nya ga ada yang njemput barang katanya ada colab ama gojek tetep aja cuma bawa bawa money gopay dan nama gojek aja gimana iniii.","Males banget seler costumer selalu aja kaya gitu di sengajain salah barang padahal alamat sudah benar dan informasi pesanan baik namun tetep saja salah kirim barang,ini akibat nya ga ada cod nya sih mendingan kalian belanja di shopee walau ga ramah tetep amanah. Nyesel banget ke hilangan hampir 500 mau di kenbaliin ga mendukung sih pengiriman nya ga ada yang njemput barang katanya ada colab ama gojek tetep aja cuma bawa bawa money gopay dan nama gojek aja gimana iniii.","Males banget seler costumer selalu aja kaya gitu di sengajain salah barang padahal alamat sudah benar dan informasi pesanan baik namun tetep saja salah kirim barang,ini akibat nya ga ada cod nya sih mendingan kalian belanja di shopee walau ga ramah tetep amanah. Nyesel banget ke hilangan hampir 500 mau di kenbaliin ga mendukung sih pengiriman nya ga ada yang njemput barang katanya ada colab ama gojek tetep aja cuma bawa bawa money gopay dan nama gojek aja gimana ini.","males banget seler costumer selalu aja kaya gitu di sengajain salah barang padahal alamat sudah benar dan informasi pesanan baik namun tetep saja salah kirim barang,ini akibat nya ga ada cod nya sih mendingan kalian belanja di shopee walau ga ramah tetep amanah. nyesel banget ke hilangan hampir 500 mau di kenbaliin ga mendukung sih pengiriman nya ga ada yang njemput barang katanya ada colab ama gojek tetep aja cuma bawa bawa money gopay dan nama gojek aja gimana ini."
Pengguna Google,1,2023-02-26 19:40:02,udah sekian tahun belanja disini. skrg udah gk kya dulu. sistim cod udah susah. .. skrg org udah lebih pinter memilih aplikasi yg mudah dan gk ribet kya tokped. makin kesini makin bnyak yg pd kabur blnja dsini. bye2 tokped. kita delete. kita pindah olshop lain yg lebih praktis...,udah sekian tahun belanja disini. skrg udah gk kya dulu. sistim cod udah susah. .. skrg org udah lebih pinter memilih aplikasi yg mudah dan gk ribet kya tokped. makin kesini makin bnyak yg pd kabur blnja dsini. bye2 tokped. kita delete. kita pindah olshop lain yg lebih praktis...,udah sekian tahun belanja disini. skrg udah gk kya dulu. sistim cod udah susah. .. skrg org udah lebih pinter memilih aplikasi yg mudah dan gk ribet kya tokped. makin kesini makin bnyak yg pd kabur blnja dsini. bye2 tokped. kita delete. kita pindah olshop lain yg lebih praktis...,udah sekian tahun belanja disini. skrg udah gk kya dulu. sistim cod udah susah. .. skrg org udah lebih pinter memilih aplikasi yg mudah dan gk ribet kya tokped. makin kesini makin bnyak yg pd kabur blnja dsini. bye2 tokped. kita delete. kita pindah olshop lain yg lebih praktis.,udah sekian tahun belanja disini. skrg udah gk kya dulu. sistim cod udah susah. .. skrg org udah lebih pinter memilih aplikasi yg mudah dan gk ribet kya tokped. makin kesini makin bnyak yg pd kabur blnja dsini. bye2 tokped. kita delete. kita pindah olshop lain yg lebih praktis.
Pengguna Google,5,2023-02-23 11:25:07,"Kenapa sekarang tokped tidak bisa COD lagi, padahal Keterangannya tertulis Bisa COD, gimana sih ini, mohon untuk Transaksi COD Diadakan lagi, karena saya tidak punya bank untuk tranfer/pun saya malas untuk Transaksi di alfa/indo","Kenapa sekarang tokped tidak bisa COD lagi, padahal Keterangannya tertulis Bisa COD, gimana sih ini, mohon untuk Transaksi COD Diadakan lagi, karena saya tidak punya bank untuk tranfer/pun saya malas untuk Transaksi di alfa/indo","Kenapa sekarang tokped tidak bisa COD lagi, padahal Keterangannya tertulis Bisa COD, gimana sih ini, mohon untuk Transaksi COD Diadakan lagi, karena saya tidak punya bank untuk tranfer/pun saya malas untuk Transaksi di alfa/indo","Kenapa sekarang tokped tidak bisa COD lagi, padahal Keterangannya tertulis Bisa COD, gimana sih ini, mohon untuk Transaksi COD Diadakan lagi, karena saya tidak punya bank untuk tranfer/pun saya malas untuk Transaksi di alfa/indo","kenapa sekarang tokped tidak bisa cod lagi, padahal keterangannya tertulis bisa cod, gimana sih ini, mohon untuk transaksi cod diadakan lagi, karena saya tidak punya bank untuk tranfer/pun saya malas untuk transaksi di alfa/indo"
Pengguna Google,3,2023-02-21 18:39:07,Terdapat masalah pada fitur COD pada beberapa barang yang tidak muncul dan masalah verifikasi diri saat setelah mengganti email pada akun Tokopedia,Terdapat masalah pada fitur COD pada beberapa barang yang tidak muncul dan masalah verifikasi diri saat setelah mengganti email pada akun Tokopedia,Terdapat masalah pada fitur COD pada beberapa barang yang tidak muncul dan masalah verifikasi diri saat setelah mengganti email pada akun Tokopedia,Terdapat masalah pada fitur COD pada beberapa barang yang tidak muncul dan masalah verifikasi diri saat setelah mengganti email pada akun Tokopedia,terdapat masalah pada fitur cod pada beberapa barang yang tidak muncul dan masalah verifikasi diri saat setelah mengganti email pada akun tokopedia
Pengguna Google,1,2023-02-17 14:47:29,"Ongkirnya mahal, ada tulisan bisa cod eh malah engga ada di opsi pembayaran, voucher banyak tapi ongkir ttp mahal","Ongkirnya mahal, ada tulisan bisa cod eh malah engga ada di opsi pembayaran, voucher banyak tapi ongkir ttp mahal","Ongkirnya mahal, ada tulisan bisa cod eh malah engga ada di opsi pembayaran, voucher banyak tapi ongkir ttp mahal","Ongkirnya mahal, ada tulisan bisa cod eh malah engga ada di opsi pembayaran, voucher banyak tapi ongkir ttp mahal","ongkirnya mahal, ada tulisan bisa cod eh malah engga ada di opsi pembayaran, voucher banyak tapi ongkir ttp mahal"
Pengguna Google,3,2023-02-05 06:14:57,"Kok toped Gak bisa cod lg ke tempat saya, padahal dulu bisa. Kenapa di rubah sih dulu toped udah nyaman sekarang banyak perubahan jd susah makin mempersulit.","Kok toped Gak bisa cod lg ke tempat saya, padahal dulu bisa. Kenapa di rubah sih dulu toped udah nyaman sekarang banyak perubahan jd susah makin mempersulit.","Kok toped Gak bisa cod lg ke tempat saya, padahal dulu bisa. Kenapa di rubah sih dulu toped udah nyaman sekarang banyak perubahan jd susah makin mempersulit.","Kok toped Gak bisa cod lg ke tempat saya, padahal dulu bisa. Kenapa di rubah sih dulu toped udah nyaman sekarang banyak perubahan jd susah makin mempersulit.","kok toped gak bisa cod lg ke tempat saya, padahal dulu bisa. kenapa di rubah sih dulu toped udah nyaman sekarang banyak perubahan jd susah makin mempersulit."
Pengguna Google,3,2023-01-31 20:07:35,"Masukan untuk menu PEMBATALAN PESANAN mode Bayar COD : ketika Penjual lama tdk merespon, saya klik BATALKAN PESANAN lah ko batalnya harus nunggu persetujuan Penjual, Ahirnya si penjual ya melanjutkan pesanan dan di proses, Takutnya kita udah pesan produk sama dari toko lain, lah ternyata produk yg kita BATALKAN tadi malah dilanjutkan prosesnya. kan jd dobel Harusnya klik BATALKAN PESANAN saat penjual belum mengkonfirmasi ya langsung batal itu pesanan. Harus mencontoh aplikasi s****e yg oren itu.","Masukan untuk menu PEMBATALAN PESANAN mode Bayar COD : ketika Penjual lama tdk merespon, saya klik BATALKAN PESANAN lah ko batalnya harus nunggu persetujuan Penjual, Ahirnya si penjual ya melanjutkan pesanan dan di proses, Takutnya kita udah pesan produk sama dari toko lain, lah ternyata produk yg kita BATALKAN tadi malah dilanjutkan prosesnya. kan jd dobel Harusnya klik BATALKAN PESANAN saat penjual belum mengkonfirmasi ya langsung batal itu pesanan. Harus mencontoh aplikasi s****e yg oren itu.","Masukan untuk menu PEMBATALAN PESANAN mode Bayar COD : ketika Penjual lama tdk merespon, saya klik BATALKAN PESANAN lah ko batalnya harus nunggu persetujuan Penjual, Ahirnya si penjual ya melanjutkan pesanan dan di proses, Takutnya kita udah pesan produk sama dari toko lain, lah ternyata produk yg kita BATALKAN tadi malah dilanjutkan prosesnya. kan jd dobel Harusnya klik BATALKAN PESANAN saat penjual belum mengkonfirmasi ya langsung batal itu pesanan. Harus mencontoh aplikasi s****e yg oren itu.","Masukan untuk menu PEMBATALAN PESANAN mode Bayar COD : ketika Penjual lama tdk merespon, saya klik BATALKAN PESANAN lah ko batalnya harus nunggu persetujuan Penjual, Ahirnya si penjual ya melanjutkan pesanan dan di proses, Takutnya kita udah pesan produk sama dari toko lain, lah ternyata produk yg kita BATALKAN tadi malah dilanjutkan prosesnya. kan jd dobel Harusnya klik BATALKAN PESANAN saat penjual belum mengkonfirmasi ya langsung batal itu pesanan. Harus mencontoh aplikasi s*e yg oren itu.","masukan untuk menu pembatalan pesanan mode bayar cod : ketika penjual lama tdk merespon, saya klik batalkan pesanan lah ko batalnya harus nunggu persetujuan penjual, ahirnya si penjual ya melanjutkan pesanan dan di proses, takutnya kita udah pesan produk sama dari toko lain, lah ternyata produk yg kita batalkan tadi malah dilanjutkan prosesnya. kan jd dobel harusnya klik batalkan pesanan saat penjual belum mengkonfirmasi ya langsung batal itu pesanan. harus mencontoh aplikasi s*e yg oren itu."
Pengguna Google,1,2023-01-31 15:13:45,"Padahal sudah lama pakai Tokopedia sekarang bikin kecewa..ongkirnya codnya tidak sesuai dengan aplikasi.misal aplikasi di hp 30rb suruh bayar 33rb.ini yang benar yang mana,hati""dengan pengiriman ninja Xpres,antaraja kurirnya terlalu banyak mengambil keuntungan.mohon untuk disampaikan pada yang bersangkutan sudah membuat pelanggannya kecewa","Padahal sudah lama pakai Tokopedia sekarang bikin kecewa..ongkirnya codnya tidak sesuai dengan aplikasi.misal aplikasi di hp 30rb suruh bayar 33rb.ini yang benar yang mana,hati""dengan pengiriman ninja Xpres,antaraja kurirnya terlalu banyak mengambil keuntungan.mohon untuk disampaikan pada yang bersangkutan sudah membuat pelanggannya kecewa","Padahal sudah lama pakai Tokopedia sekarang bikin kecewa..ongkirnya codnya tidak sesuai dengan aplikasi.misal aplikasi di hp 30rb suruh bayar 33rb.ini yang benar yang mana,hati""dengan pengiriman ninja Xpres,antaraja kurirnya terlalu banyak mengambil keuntungan.mohon untuk disampaikan pada yang bersangkutan sudah membuat pelanggannya kecewa","Padahal sudah lama pakai Tokopedia sekarang bikin kecewa..ongkirnya codnya tidak sesuai dengan aplikasi.misal aplikasi di hp 30rb suruh bayar 33rb.ini yang benar yang mana,hati""dengan pengiriman ninja Xpres,antaraja kurirnya terlalu banyak mengambil keuntungan.mohon untuk disampaikan pada yang bersangkutan sudah membuat pelanggannya kecewa","padahal sudah lama pakai tokopedia sekarang bikin kecewa..ongkirnya codnya tidak sesuai dengan aplikasi.misal aplikasi di hp 30rb suruh bayar 33rb.ini yang benar yang mana,hati""dengan pengiriman ninja xpres,antaraja kurirnya terlalu banyak mengambil keuntungan.mohon untuk disampaikan pada yang bersangkutan sudah membuat pelanggannya kecewa"
Pengguna Google,1,2023-01-30 16:44:04,Kami menunggu lama pesanan cod tak kunjung datang. Kerjaan jadi terhambat dan mengalami kerugian... Tak ada solusi atas kerugian... Malah melimpahkan pada pihak expedisi... Buat apa bayar 1000/transaksi...,Kami menunggu lama pesanan cod tak kunjung datang. Kerjaan jadi terhambat dan mengalami kerugian... Tak ada solusi atas kerugian... Malah melimpahkan pada pihak expedisi... Buat apa bayar 1000/transaksi...,Kami menunggu lama pesanan cod tak kunjung datang. Kerjaan jadi terhambat dan mengalami kerugian... Tak ada solusi atas kerugian... Malah melimpahkan pada pihak expedisi... Buat apa bayar 1000/transaksi...,Kami menunggu lama pesanan cod tak kunjung datang. Kerjaan jadi terhambat dan mengalami kerugian. Tak ada solusi atas kerugian. Malah melimpahkan pada pihak expedisi. Buat apa bayar 10/transaksi.,kami menunggu lama pesanan cod tak kunjung datang. kerjaan jadi terhambat dan mengalami kerugian. tak ada solusi atas kerugian. malah melimpahkan pada pihak expedisi. buat apa bayar 10/transaksi.
Pengguna Google,4,2023-01-30 12:06:58,"UI nya bagus gak berantakan, harga produk juga bersaing, tapi kekurangan Shopping di Tokopedia tuh fitur COD-nya yang sangat terbatas. Semoga cepat diperbaiki jangan cuma di Iklan doang:v","UI nya bagus gak berantakan, harga produk juga bersaing, tapi kekurangan Shopping di Tokopedia tuh fitur COD-nya yang sangat terbatas. Semoga cepat diperbaiki jangan cuma di Iklan doang:v","UI nya bagus gak berantakan, harga produk juga bersaing, tapi kekurangan Shopping di Tokopedia tuh fitur COD-nya yang sangat terbatas. Semoga cepat diperbaiki jangan cuma di Iklan doang:v","UI nya bagus gak berantakan, harga produk juga bersaing, tapi kekurangan Shopping di Tokopedia tuh fitur COD-nya yang sangat terbatas. Semoga cepat diperbaiki jangan cuma di Iklan doang:v","ui nya bagus gak berantakan, harga produk juga bersaing, tapi kekurangan shopping di tokopedia tuh fitur cod-nya yang sangat terbatas. semoga cepat diperbaiki jangan cuma di iklan doang:v"
Pengguna Google,1,2023-01-26 04:57:17,"Harganya mahal mahal. Tidak kayak app sebelah,, coba coba lihat di tokopedia,,,,eeehhh ternyata jauh lebih mahal. Padahal bentuk dan mereknya sama. Tidak cuma itu,,,di app ini semuanya lebih mahal di banding app sebelah. Yang lebih parah lagi,,tidak bisa cod.","Harganya mahal mahal. Tidak kayak app sebelah,, coba coba lihat di tokopedia,,,,eeehhh ternyata jauh lebih mahal. Padahal bentuk dan mereknya sama. Tidak cuma itu,,,di app ini semuanya lebih mahal di banding app sebelah. Yang lebih parah lagi,,tidak bisa cod.","Harganya mahal mahal. Tidak kayak app sebelah,, coba coba lihat di tokopedia,,,,eeehhh ternyata jauh lebih mahal. Padahal bentuk dan mereknya sama. Tidak cuma itu,,,di app ini semuanya lebih mahal di banding app sebelah. Yang lebih parah lagi,,tidak bisa cod.","Harganya mahal mahal. Tidak kayak app sebelah,, coba coba lihat di tokopedia,eh ternyata jauh lebih mahal. Padahal bentuk dan mereknya sama. Tidak cuma itu,di app ini semuanya lebih mahal di banding app sebelah. Yang lebih parah lagi,,tidak bisa cod.","harganya mahal mahal. tidak kayak app sebelah,, coba coba lihat di tokopedia,eh ternyata jauh lebih mahal. padahal bentuk dan mereknya sama. tidak cuma itu,di app ini semuanya lebih mahal di banding app sebelah. yang lebih parah lagi,,tidak bisa cod."
